,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_name,minus_log10_padj,significant
ENST00000633481,118.653396839092,-1.787222516699,0.477546493713129,-3.74250997594511,0.0001821912975714,0.0185640169016664,PSMB3-206,1.7313280448480781,True
ENST00000437366,5.91775775016801,-6.00720385299814,1.60977383138428,-3.73170673785424,0.000190186834119,0.0192896085648785,NEFM-203,1.7146765852041261,True
ENST00000523809,16.2236012383741,-7.45691337702652,1.66496182013589,-4.47872935393672,7.50886639061092e-06,0.0011230124820281,ZFHX4-209,2.9496154166274104,True
ENST00000470545,10.2984047885829,2.40943488505063,0.649268502593472,3.71099918666354,0.0002064427673189,0.0206723543451722,GATD3-207,1.684610059372217,True
ENST00000938704,20.8755682710786,7.82260785383367,1.67638162720375,4.66636458363123,3.06575529368043e-06,0.0005110583185343,BRWD1-218,3.291529538275293,True
ENST00000561140,13.6359075027067,-7.21069665924125,1.98859215816782,-3.62603092324611,0.0002878109041208,0.0277655710339186,ENST00000561140,1.556493390286872,True
ENST00000640376,7.69820669831467,-6.38435869428799,1.48070879805547,-4.31169092982509,1.62010790628203e-05,0.0022175373564383,RTTN-216,2.654129055348157,True
ENST00000560972,24.4166616772787,-8.0428015541197,1.5999726304132,-5.02683696035639,4.986359401049e-07,0.0001028021096516,IGF1R-214,3.987997972883082,True
ENST00000370323,5.60819652151887,-5.93329422854353,1.48070272799368,-4.007079960326,6.14740556738996e-05,0.0071000388612056,MAGEA10-202,2.148739274216,True
ENST00000453705,22.106377188291,-7.9139363651679,1.65639232703996,-4.77781515645536,1.77210168224678e-06,0.0003161099818874,BRCC3-207,3.5001617901136908,True
ENST00000521414,6.42591486746475,-6.12418827267372,1.46336103637524,-4.18501526311198,2.8514694088425e-05,0.0036821233120486,NDRG1-217,2.4339016713329524,True
ENST00000612198,114.068617152458,-10.2797430843513,1.22801577269503,-8.37101877103019,5.7122208653628e-17,4.44743436187385e-13,SBNO2-220,12.351890452796898,True
ENST00000323563,60.9655889003164,-9.37313267127531,1.58080338862686,-5.92934753221723,3.04140767095002e-09,1.2638266280447e-06,MRPS31-201,5.8983124985597435,True
